<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
GDAX.BTC-USD 60 20210504 050000 55356.8700000 55895.0000000 55175.7700000 55743.5900000 1201
GDAX.BTC-USD 60 20210504 060000 55737.2200000 56056.0000000 55494.2300000 55737.2200000 917
GDAX.BTC-USD 60 20210504 070000 55730.9600000 55992.6900000 55283.9300000 55484.2300000 565
GDAX.BTC-USD 60 20210504 080000 55484.2200000 55944.0000000 55233.7600000 55856.8000000 603
GDAX.BTC-USD 60 20210504 090000 55856.8000000 56307.8800000 55821.8900000 56045.3500000 480
GDAX.BTC-USD 60 20210504 100000 56030.3900000 56195.8500000 55911.3500000 56131.2300000 310
GDAX.BTC-USD 60 20210504 110000 56131.2400000 56393.7100000 55915.7200000 55935.4900000 376
GDAX.BTC-USD 60 20210504 120000 55935.5300000 56045.9700000 55585.1800000 55749.3200000 475
GDAX.BTC-USD 60 20210504 130000 55754.8900000 56424.1200000 55754.8900000 56112.5600000 504
GDAX.BTC-USD 60 20210504 140000 56112.5500000 56662.7200000 56106.5300000 56462.4600000 496
GDAX.BTC-USD 60 20210504 150000 56454.3600000 56479.8200000 55891.3600000 56188.4000000 745
GDAX.BTC-USD 60 20210504 160000 56189.3000000 56337.1300000 55520.0100000 56049.9900000 1312
GDAX.BTC-USD 60 20210504 170000 56049.9900000 56160.3100000 55236.5200000 55490.1100000 1797
GDAX.BTC-USD 60 20210504 180000 55490.1000000 55593.7100000 54500.0000000 54841.2300000 2537
GDAX.BTC-USD 60 20210504 190000 54841.2300000 54983.3900000 53585.8200000 53835.6500000 2501
GDAX.BTC-USD 60 20210504 200000 53835.6400000 54323.7900000 53200.0000000 53846.3900000 1743
GDAX.BTC-USD 60 20210504 210000 53846.3800000 54354.3500000 53751.6800000 54205.7600000 959
GDAX.BTC-USD 60 20210504 220000 54207.8200000 54789.8700000 54049.7500000 54577.1600000 828
GDAX.BTC-USD 60 20210504 230000 54570.4300000 54780.2200000 54240.7900000 54587.3300000 745
GDAX.BTC-USD 60 20210505 000000 54600.9300000 54872.1900000 53967.4900000 54776.3200000 726
GDAX.BTC-USD 60 20210505 010000 54776.3200000 54857.7700000 54252.1300000 54404.7500000 540
GDAX.BTC-USD 60 20210505 020000 54404.7400000 54482.9100000 53568.9800000 54100.0200000 695
GDAX.BTC-USD 60 20210505 030000 54100.0200000 54269.9300000 53057.7000000 53241.9200000 936
GDAX.BTC-USD 60 20210505 040000 53241.9100000 54906.1500000 52913.0200000 54590.7700000 1266
GDAX.BTC-USD 60 20210505 050000 54590.7700000 55088.0000000 54589.4300000 54769.9300000 1029
GDAX.BTC-USD 60 20210505 060000 54776.2600000 55416.4800000 54658.2100000 55082.7300000 825
GDAX.BTC-USD 60 20210505 070000 55082.7300000 55259.4200000 54746.6600000 54810.2000000 822
GDAX.BTC-USD 60 20210505 080000 54813.8100000 55301.9500000 54439.7600000 54573.9400000 1295
GDAX.BTC-USD 60 20210505 090000 54573.9600000 54939.8600000 54315.7200000 54727.5600000 535
GDAX.BTC-USD 60 20210505 100000 54730.4900000 54776.2600000 54000.0000000 54469.1800000 720
GDAX.BTC-USD 60 20210505 110000 54469.1800000 55065.5700000 54356.6800000 54912.3000000 419
GDAX.BTC-USD 60 20210505 120000 54912.3000000 55581.6600000 54748.4900000 55470.8200000 607
GDAX.BTC-USD 60 20210505 130000 55470.8100000 55525.5600000 55107.1700000 55397.7000000 337
GDAX.BTC-USD 60 20210505 140000 55397.7000000 55861.9500000 55104.1000000 55675.0200000 585
GDAX.BTC-USD 60 20210505 150000 55675.0200000 55723.8300000 55015.0000000 55154.6500000 466
GDAX.BTC-USD 60 20210505 160000 55154.6500000 55815.5900000 55100.3300000 55633.3800000 586
GDAX.BTC-USD 60 20210505 170000 55636.1100000 56349.2500000 55600.0000000 56322.9400000 1065
GDAX.BTC-USD 60 20210505 180000 56322.8400000 57098.9900000 55735.4600000 57047.6900000 1429
GDAX.BTC-USD 60 20210505 190000 57047.6900000 57750.0000000 56951.3000000 57660.9600000 2208
GDAX.BTC-USD 60 20210505 200000 57662.4100000 57980.8600000 57236.0000000 57472.8500000 2512
GDAX.BTC-USD 60 20210505 210000 57475.9200000 57762.7300000 57294.7300000 57345.4500000 925
GDAX.BTC-USD 60 20210505 220000 57348.1500000 57569.6800000 57103.0000000 57371.6200000 833
GDAX.BTC-USD 60 20210505 230000 57371.6200000 57638.3500000 57111.6300000 57191.6400000 696
GDAX.BTC-USD 60 20210506 000000 57191.6500000 57280.0000000 56575.0000000 56881.7800000 1657
GDAX.BTC-USD 60 20210506 010000 56881.7800000 57000.0000000 56735.1300000 56850.0000000 547
GDAX.BTC-USD 60 20210506 020000 56850.0000000 57630.0000000 56800.5700000 57147.8500000 740
GDAX.BTC-USD 60 20210506 030000 57147.8600000 57540.7100000 57031.6600000 57515.6900000 831
GDAX.BTC-USD 60 20210506 040000 57515.6900000 57658.2100000 56637.3500000 57026.6000000 1255
GDAX.BTC-USD 60 20210506 050000 57007.1400000 57288.4300000 56650.3500000 56906.5200000 656
GDAX.BTC-USD 60 20210506 060000 56897.7000000 57200.0000000 56751.5000000 57089.6700000 506
GDAX.BTC-USD 60 20210506 070000 57085.4800000 57085.4900000 56691.7800000 56874.1400000 380
GDAX.BTC-USD 60 20210506 080000 56867.8900000 57600.0000000 56788.1400000 57008.2300000 604
GDAX.BTC-USD 60 20210506 090000 57013.1100000 57398.0900000 56826.6100000 57239.8900000 307
GDAX.BTC-USD 60 20210506 100000 57234.3100000 57234.3200000 56501.0000000 56660.0100000 467
GDAX.BTC-USD 60 20210506 110000 56660.0100000 56962.6000000 56433.2100000 56880.6300000 344
GDAX.BTC-USD 60 20210506 120000 56880.6300000 57269.0200000 56849.7700000 56972.8800000 268
GDAX.BTC-USD 60 20210506 130000 56972.8900000 57370.0000000 56831.0500000 57316.2900000 248
GDAX.BTC-USD 60 20210506 140000 57312.9500000 58400.0000000 57194.8900000 58036.7000000 935
GDAX.BTC-USD 60 20210506 150000 58036.6900000 58211.2300000 57728.4500000 58073.2200000 474
GDAX.BTC-USD 60 20210506 160000 58072.6100000 58152.6600000 57540.0100000 57709.5500000 462
GDAX.BTC-USD 60 20210506 170000 57709.5500000 57800.5600000 57136.0100000 57348.6600000 884
GDAX.BTC-USD 60 20210506 180000 57341.7100000 57475.7300000 56959.3100000 57224.0900000 958
GDAX.BTC-USD 60 20210506 190000 57224.0800000 57452.0100000 56853.6200000 57163.2500000 1098
GDAX.BTC-USD 60 20210506 200000 57165.6900000 57522.0100000 56646.2400000 56788.6300000 1048
GDAX.BTC-USD 60 20210506 210000 56788.6400000 57147.5400000 56781.0900000 56844.6600000 716
GDAX.BTC-USD 60 20210506 220000 56844.6700000 57030.0000000 55450.9300000 55812.1500000 2147
GDAX.BTC-USD 60 20210506 230000 55812.1500000 56410.9000000 55288.0000000 56180.4900000 1725
GDAX.BTC-USD 60 20210507 000000 56180.4900000 56315.0000000 55730.2700000 55960.6500000 947
GDAX.BTC-USD 60 20210507 010000 55962.4900000 56514.7200000 55914.4000000 56345.5000000 645
GDAX.BTC-USD 60 20210507 020000 56347.1400000 56628.1200000 56239.5100000 56560.5000000 456
GDAX.BTC-USD 60 20210507 030000 56563.6700000 56839.9500000 56323.4700000 56440.6600000 702
GDAX.BTC-USD 60 20210507 040000 56444.8200000 57137.8800000 56081.8000000 56432.4000000 829
GDAX.BTC-USD 60 20210507 050000 56432.3900000 56592.6300000 55980.0100000 56210.1000000 817
GDAX.BTC-USD 60 20210507 060000 56210.1100000 56418.8800000 55546.2300000 55863.2600000 1061
GDAX.BTC-USD 60 20210507 070000 55863.7500000 56166.8500000 55522.6000000 55750.0100000 584
GDAX.BTC-USD 60 20210507 080000 55750.0100000 55922.8900000 55300.0000000 55882.9300000 637
GDAX.BTC-USD 60 20210507 090000 55882.8900000 56122.7900000 55741.0000000 55830.3200000 572
GDAX.BTC-USD 60 20210507 100000 55830.3200000 56230.0000000 55676.5500000 56149.1900000 356
GDAX.BTC-USD 60 20210507 110000 56149.1900000 56321.8000000 55743.5900000 55814.8100000 411
GDAX.BTC-USD 60 20210507 120000 55814.8100000 56184.0000000 55608.6200000 56126.4100000 304
GDAX.BTC-USD 60 20210507 130000 56122.2600000 56542.1700000 56084.9800000 56285.0600000 398
GDAX.BTC-USD 60 20210507 140000 56285.0600000 56707.8200000 56285.0500000 56459.9700000 314
GDAX.BTC-USD 60 20210507 150000 56459.9700000 56844.9000000 56272.8300000 56523.7400000 380
GDAX.BTC-USD 60 20210507 160000 56523.7400000 57651.9200000 56285.6000000 57538.1400000 947
GDAX.BTC-USD 60 20210507 170000 57540.5100000 57750.9900000 57000.8900000 57074.5400000 775
GDAX.BTC-USD 60 20210507 180000 57074.5500000 57700.0100000 56784.3800000 57214.9900000 1074
GDAX.BTC-USD 60 20210507 190000 57214.9900000 57684.7400000 57135.4300000 57611.3200000 709
GDAX.BTC-USD 60 20210507 200000 57617.3900000 58350.0000000 57250.0000000 58350.0000000 1473
GDAX.BTC-USD 60 20210507 210000 58350.0000000 58735.9500000 58068.1100000 58175.0400000 1338
GDAX.BTC-USD 60 20210507 220000 58175.0500000 58194.8100000 57700.2800000 57963.1800000 934
GDAX.BTC-USD 60 20210507 230000 57958.7500000 58080.4300000 57473.3600000 57628.5300000 1103
GDAX.BTC-USD 60 20210508 000000 57645.4100000 58176.9300000 57450.5100000 57689.5500000 1050
GDAX.BTC-USD 60 20210508 010000 57689.5500000 57689.5500000 57211.2300000 57437.2000000 777
GDAX.BTC-USD 60 20210508 020000 57437.1900000 57625.3800000 56786.5200000 57093.3900000 915
GDAX.BTC-USD 60 20210508 030000 57093.3800000 57439.7300000 57075.5800000 57380.3900000 562
GDAX.BTC-USD 60 20210508 040000 57380.3900000 57850.0300000 56980.0100000 57785.7500000 535
GDAX.BTC-USD 60 20210508 050000 57785.6800000 57863.1000000 57530.4700000 57647.0100000 311
GDAX.BTC-USD 60 20210508 060000 57647.3400000 58380.0000000 57597.0400000 58331.0000000 546
GDAX.BTC-USD 60 20210508 070000 58332.3400000 58470.8100000 58052.4600000 58188.8500000 618
GDAX.BTC-USD 60 20210508 080000 58188.8400000 58664.6100000 58035.0700000 58126.7400000 632
GDAX.BTC-USD 60 20210508 090000 58126.7500000 58126.7500000 57851.0500000 57951.3700000 326
GDAX.BTC-USD 60 20210508 100000 57951.3700000 58045.5400000 57519.5700000 57868.1300000 249
GDAX.BTC-USD 60 20210508 110000 57868.1300000 58624.3200000 57684.5800000 58527.7300000 534
GDAX.BTC-USD 60 20210508 120000 58540.9100000 59434.2600000 58540.9100000 58948.8900000 1227
GDAX.BTC-USD 60 20210508 130000 58934.4200000 59235.1800000 58720.6600000 58890.0000000 339
GDAX.BTC-USD 60 20210508 140000 58889.9900000 58985.2000000 58424.5500000 58640.5200000 353
GDAX.BTC-USD 60 20210508 150000 58640.5200000 58901.0400000 58498.5000000 58662.7100000 265
GDAX.BTC-USD 60 20210508 160000 58662.7100000 59166.8500000 58337.8600000 58941.6300000 602
GDAX.BTC-USD 60 20210508 170000 58953.9100000 59499.9900000 58771.9100000 58931.8400000 1257
GDAX.BTC-USD 60 20210508 180000 58931.8300000 59150.0000000 58708.6400000 59020.1600000 667
GDAX.BTC-USD 60 20210508 190000 59026.5600000 59031.5100000 57611.2600000 57710.6800000 1376
GDAX.BTC-USD 60 20210508 200000 57705.1800000 58600.0000000 57705.1800000 58484.8100000 908
GDAX.BTC-USD 60 20210508 210000 58484.8100000 59124.5100000 58237.8700000 59016.3800000 1016
GDAX.BTC-USD 60 20210508 220000 59016.3800000 59376.8500000 59000.7600000 59142.6500000 874
GDAX.BTC-USD 60 20210508 230000 59145.0000000 59410.1600000 58974.3600000 59100.0100000 544
GDAX.BTC-USD 60 20210509 000000 59100.0100000 59559.8400000 58837.0100000 59010.4300000 609
GDAX.BTC-USD 60 20210509 010000 59010.4400000 59156.3400000 58760.0100000 58865.0000000 480
GDAX.BTC-USD 60 20210509 020000 58865.0100000 59192.9100000 58578.7200000 58663.1200000 654
GDAX.BTC-USD 60 20210509 030000 58663.1200000 58980.4800000 58578.5400000 58958.0500000 446
GDAX.BTC-USD 60 20210509 040000 58958.0600000 59176.1200000 58600.0000000 58618.9700000 540
GDAX.BTC-USD 60 20210509 050000 58618.9600000 59300.5200000 58426.0000000 59209.5100000 638
GDAX.BTC-USD 60 20210509 060000 59209.5100000 59227.2200000 58580.4000000 58707.7200000 466
GDAX.BTC-USD 60 20210509 070000 58707.7200000 59098.1600000 58422.0000000 58673.3300000 1124
GDAX.BTC-USD 60 20210509 080000 58644.8000000 58923.5100000 57866.0000000 58211.2100000 1605
GDAX.BTC-USD 60 20210509 090000 58209.9600000 58608.8300000 57967.3000000 58505.5700000 761
GDAX.BTC-USD 60 20210509 100000 58503.9900000 58608.8300000 58260.4600000 58368.5900000 439
GDAX.BTC-USD 60 20210509 110000 58368.4400000 58380.0100000 57782.4400000 58003.1900000 589
GDAX.BTC-USD 60 20210509 120000 57998.6200000 58277.9600000 57860.2200000 58190.7500000 365
GDAX.BTC-USD 60 20210509 130000 58190.7500000 58380.0100000 57623.8900000 57967.1800000 561
GDAX.BTC-USD 60 20210509 140000 57967.1900000 58065.9300000 57544.0000000 57980.0600000 686
GDAX.BTC-USD 60 20210509 150000 57980.3800000 58203.2800000 57882.1200000 57886.2900000 696
GDAX.BTC-USD 60 20210509 160000 57886.3000000 57976.2800000 56265.3000000 56420.9300000 2428
GDAX.BTC-USD 60 20210509 170000 56427.3900000 57363.6200000 56404.0500000 57267.7400000 1073
GDAX.BTC-USD 60 20210509 180000 57266.4900000 57500.0000000 57186.0700000 57207.4000000 500
GDAX.BTC-USD 60 20210509 190000 57212.9200000 57469.0000000 57066.9000000 57438.6800000 450
GDAX.BTC-USD 60 20210509 200000 57438.6800000 57914.8200000 57354.8900000 57641.3600000 538
GDAX.BTC-USD 60 20210509 210000 57641.3700000 57699.4400000 57339.8400000 57532.3800000 490
GDAX.BTC-USD 60 20210509 220000 57538.9800000 57705.0800000 57282.5000000 57504.3000000 431
GDAX.BTC-USD 60 20210509 230000 57504.2900000 57651.5200000 57142.3600000 57338.6600000 722
GDAX.BTC-USD 60 20210510 000000 57338.6500000 57988.0000000 57264.7800000 57932.6200000 538
GDAX.BTC-USD 60 20210510 010000 57932.6300000 58326.9100000 57886.8200000 58096.9400000 563
GDAX.BTC-USD 60 20210510 020000 58096.9400000 58308.3000000 57920.6500000 57999.8700000 491
GDAX.BTC-USD 60 20210510 030000 58004.1800000 58491.1500000 58004.1700000 58312.5700000 490
GDAX.BTC-USD 60 20210510 040000 58313.8400000 58937.9900000 58102.0000000 58925.0000000 599
GDAX.BTC-USD 60 20210510 050000 58925.0200000 59053.9900000 58683.9300000 58770.8900000 554
GDAX.BTC-USD 60 20210510 060000 58770.8900000 59125.9900000 58720.7000000 59052.5600000 505
GDAX.BTC-USD 60 20210510 070000 59059.9200000 59493.3400000 59000.6100000 59427.4400000 839
GDAX.BTC-USD 60 20210510 080000 59427.4100000 59592.2000000 59068.1500000 59230.4200000 758
GDAX.BTC-USD 60 20210510 090000 59227.0600000 59488.0000000 58700.0000000 59123.8400000 591
GDAX.BTC-USD 60 20210510 100000 59125.3200000 59259.4200000 58829.0700000 58908.9300000 351
GDAX.BTC-USD 60 20210510 110000 58899.8800000 59034.0900000 58414.1000000 58430.9400000 383
GDAX.BTC-USD 60 20210510 120000 58430.9400000 58640.0600000 58089.5800000 58453.6500000 531
GDAX.BTC-USD 60 20210510 130000 58453.6400000 58646.6500000 57800.0000000 57969.4100000 543
GDAX.BTC-USD 60 20210510 140000 57969.4100000 58232.0000000 57638.0000000 57942.3400000 775
GDAX.BTC-USD 60 20210510 150000 57937.3800000 58379.4200000 57400.4600000 58172.6800000 790
GDAX.BTC-USD 60 20210510 160000 58179.9300000 58321.6200000 57644.7300000 57763.2100000 677
GDAX.BTC-USD 60 20210510 170000 57761.6400000 58034.7100000 57568.1000000 57770.0100000 1155
GDAX.BTC-USD 60 20210510 180000 57757.2000000 57757.2000000 56961.2000000 56976.2800000 1712
GDAX.BTC-USD 60 20210510 190000 56969.0100000 58420.0000000 56800.0000000 58402.6200000 1411
GDAX.BTC-USD 60 20210510 200000 58389.2500000 58643.1700000 57698.3800000 57700.0000000 1080
GDAX.BTC-USD 60 20210510 210000 57700.0000000 57750.0000000 56923.4400000 57041.3600000 1300
GDAX.BTC-USD 60 20210510 220000 57041.3600000 57255.0500000 56501.0000000 56772.4900000 1736
GDAX.BTC-USD 60 20210510 230000 56785.1600000 57050.3100000 55577.6200000 55712.4700000 2567
GDAX.BTC-USD 60 20210511 000000 55712.4700000 55717.9500000 53600.0000000 55315.2100000 2985
GDAX.BTC-USD 60 20210511 010000 55315.2100000 55868.1800000 55121.6800000 55742.3300000 994
GDAX.BTC-USD 60 20210511 020000 55742.3300000 56302.9000000 55463.7200000 56295.1900000 933
GDAX.BTC-USD 60 20210511 030000 56295.1800000 56297.6700000 55529.5800000 55866.4100000 892
GDAX.BTC-USD 60 20210511 040000 55866.3800000 56451.7000000 55469.8400000 55523.4300000 250
GDAX.BTC-USD 60 20210511 050000 55523.4400000 55931.6700000 55153.0200000 55614.6300000 278
GDAX.BTC-USD 60 20210511 060000 55614.6300000 55968.1400000 54557.1800000 54650.1600000 343
GDAX.BTC-USD 60 20210511 070000 54649.6900000 55295.0000000 54511.4800000 55170.7400000 254
GDAX.BTC-USD 60 20210511 080000 55166.4200000 55599.1500000 55022.3600000 55379.8000000 186
GDAX.BTC-USD 60 20210511 090000 55379.8000000 55550.0000000 54663.4100000 54868.8900000 128
GDAX.BTC-USD 60 20210511 100000 54868.8900000 55854.1900000 54801.8500000 55761.9000000 96
GDAX.BTC-USD 60 20210511 110000 55758.5100000 55916.2900000 55486.6600000 55808.4600000 46
GDAX.BTC-USD 60 20210511 120000 55798.3600000 55902.1900000 55216.3600000 55392.6000000 95
GDAX.BTC-USD 60 20210511 130000 55396.9800000 56056.5200000 55360.0700000 55942.0100000 76
GDAX.BTC-USD 60 20210511 140000 55944.1500000 56267.1400000 55800.6700000 55903.5800000 75
GDAX.BTC-USD 60 20210511 150000 55903.5900000 56023.5000000 55142.2500000 55265.1500000 218
GDAX.BTC-USD 60 20210511 160000 55265.1400000 55448.3100000 54807.4000000 55429.0500000 310
GDAX.BTC-USD 60 20210511 170000 55430.4700000 55810.0400000 54918.0900000 55810.0300000 319
GDAX.BTC-USD 60 20210511 180000 55810.0400000 55943.7100000 55557.9200000 55747.5500000 276
GDAX.BTC-USD 60 20210511 190000 55745.4600000 56223.1200000 55604.9100000 56110.5400000 320
GDAX.BTC-USD 60 20210511 200000 56110.5400000 56575.1100000 55811.1500000 56053.7400000 362
GDAX.BTC-USD 60 20210511 210000 56053.7400000 56575.8900000 55985.0000000 56464.9600000 241
GDAX.BTC-USD 60 20210511 220000 56463.6300000 56764.6700000 56304.3500000 56445.9500000 358
GDAX.BTC-USD 60 20210511 230000 56464.0700000 56962.0700000 56408.6200000 56717.5700000 410
GDAX.BTC-USD 60 20210512 000000 56717.5800000 56953.8700000 56576.0000000 56925.0000000 213
GDAX.BTC-USD 60 20210512 010000 56925.0000000 56953.8600000 56420.0000000 56598.8700000 254
GDAX.BTC-USD 60 20210512 020000 56598.0000000 56700.0000000 56418.6600000 56475.1900000 136
GDAX.BTC-USD 60 20210512 030000 56475.2000000 56842.2100000 56310.0100000 56753.1900000 147
GDAX.BTC-USD 60 20210512 040000 56753.1900000 57400.0000000 56637.3400000 57400.0000000 340
GDAX.BTC-USD 60 20210512 050000 57399.9900000 57422.8700000 57000.1700000 57111.5500000 464
GDAX.BTC-USD 60 20210512 060000 57111.5500000 57399.9700000 57011.1900000 57251.9000000 524
GDAX.BTC-USD 60 20210512 070000 57252.1500000 57930.0000000 57056.6900000 57831.4500000 747
GDAX.BTC-USD 60 20210512 080000 57834.6100000 58041.0000000 57357.5100000 57425.2400000 594
GDAX.BTC-USD 60 20210512 090000 57425.2400000 57574.9700000 57230.7000000 57285.3500000 330
GDAX.BTC-USD 60 20210512 100000 57280.3700000 57422.5500000 56996.9100000 57085.6000000 316
GDAX.BTC-USD 60 20210512 110000 57080.9500000 57300.0000000 56951.5200000 57168.3000000 237
GDAX.BTC-USD 60 20210512 120000 57163.8300000 57237.6900000 56691.7100000 56989.1300000 360
GDAX.BTC-USD 60 20210512 130000 56989.1400000 57268.9400000 56807.8300000 56940.7200000 261
GDAX.BTC-USD 60 20210512 140000 56937.4800000 56937.4800000 56043.7900000 56119.4100000 393
GDAX.BTC-USD 60 20210512 150000 56114.6200000 56571.9300000 56083.5400000 56518.3600000 222
GDAX.BTC-USD 60 20210512 160000 56518.3600000 56704.0000000 56256.4200000 56416.4400000 393
GDAX.BTC-USD 60 20210512 170000 56416.4400000 56940.0100000 55832.1600000 56872.7300000 524
GDAX.BTC-USD 60 20210512 180000 56864.3300000 56984.9900000 56090.9300000 56145.5000000 459
GDAX.BTC-USD 60 20210512 190000 56143.4300000 56195.3500000 55329.7200000 55527.0000000 1040
GDAX.BTC-USD 60 20210512 200000 55527.0000000 55708.4300000 54421.9200000 55040.9600000 2305
GDAX.BTC-USD 60 20210512 210000 55040.9700000 55354.2600000 54751.0600000 54918.9600000 1089
GDAX.BTC-USD 60 20210512 220000 54924.9100000 55190.0000000 53611.0000000 54119.9000000 1979
GDAX.BTC-USD 60 20210512 230000 54129.9200000 54569.2600000 53560.0000000 54458.2400000 1664
GDAX.BTC-USD 60 20210513 000000 54486.0900000 54700.0000000 53951.5800000 54483.1600000 865
GDAX.BTC-USD 60 20210513 010000 54495.6000000 54800.4700000 54385.0000000 54605.3300000 578
GDAX.BTC-USD 60 20210513 020000 54605.3300000 54809.9000000 51428.0000000 52889.7800000 4850
GDAX.BTC-USD 60 20210513 030000 52889.7700000 52889.7900000 48500.0000000 49498.7700000 5346
GDAX.BTC-USD 60 20210513 040000 49498.7600000 52500.0000000 46000.0000000 49775.9200000 5203
GDAX.BTC-USD 60 20210513 050000 49775.9000000 51000.0000000 49123.8800000 50610.8700000 1681
GDAX.BTC-USD 60 20210513 060000 50610.8700000 51000.0000000 50000.0000000 50321.0100000 1232
GDAX.BTC-USD 60 20210513 070000 50321.0100000 50499.0000000 49524.0000000 50473.4800000 1583
GDAX.BTC-USD 60 20210513 080000 50458.2300000 51014.9100000 50343.1700000 50477.6300000 1292
GDAX.BTC-USD 60 20210513 090000 50492.2700000 51117.5900000 50482.9000000 50956.4800000 927
GDAX.BTC-USD 60 20210513 100000 50956.5400000 51377.9000000 50822.4600000 51366.1500000 692
GDAX.BTC-USD 60 20210513 110000 51366.1500000 51400.0000000 50748.6400000 50935.6000000 437
GDAX.BTC-USD 60 20210513 120000 50929.1300000 50989.8600000 49966.8200000 50045.9800000 702
GDAX.BTC-USD 60 20210513 130000 50045.9800000 50396.1800000 48771.9000000 49228.0800000 1550
GDAX.BTC-USD 60 20210513 140000 49228.0800000 50268.4900000 48910.5700000 49179.6100000 1665
GDAX.BTC-USD 60 20210513 150000 49174.9100000 49930.1400000 48428.8500000 49790.9300000 1895
GDAX.BTC-USD 60 20210513 160000 49799.4000000 50393.6500000 49482.1500000 50208.4600000 929
GDAX.BTC-USD 60 20210513 170000 50201.6300000 50645.0000000 49535.1000000 50561.2900000 767
GDAX.BTC-USD 60 20210513 180000 50561.2800000 50918.6300000 50270.0000000 50356.1900000 584
GDAX.BTC-USD 60 20210513 190000 50350.6600000 50446.1200000 49500.0000000 49650.0000000 729
GDAX.BTC-USD 60 20210513 200000 49650.0000000 50468.9800000 48600.0100000 48754.1800000 756
GDAX.BTC-USD 60 20210513 210000 48855.5400000 48858.5500000 46897.0800000 48438.4800000 1365
GDAX.BTC-USD 60 20210513 220000 48431.0300000 48957.7200000 47751.4800000 47821.5800000 1064
GDAX.BTC-USD 60 20210513 230000 47824.9400000 49298.4800000 47821.5800000 48574.8900000 376
GDAX.BTC-USD 60 20210514 000000 48700.0000000 49461.8700000 48314.9400000 49310.6600000 78
GDAX.BTC-USD 60 20210514 010000 49320.0000000 49884.1100000 49024.3700000 49595.2900000 938
GDAX.BTC-USD 60 20210514 020000 49595.2800000 49902.7300000 48888.0100000 48894.7800000 955
GDAX.BTC-USD 60 20210514 030000 48890.0000000 49762.4000000 48440.2800000 49690.1100000 1073
GDAX.BTC-USD 60 20210514 040000 49682.2800000 50260.0000000 49529.6600000 50063.9500000 1170
GDAX.BTC-USD 60 20210514 050000 50065.0100000 50439.0800000 49917.7400000 50077.6500000 876
GDAX.BTC-USD 60 20210514 060000 50078.0000000 50127.6500000 49478.3300000 49522.7100000 704
GDAX.BTC-USD 60 20210514 070000 49528.6900000 49720.7300000 49088.0000000 49233.7000000 649
GDAX.BTC-USD 60 20210514 080000 49227.0900000 49613.5300000 48895.0000000 49256.2300000 717
GDAX.BTC-USD 60 20210514 090000 49256.2300000 49784.0000000 49112.7300000 49724.9900000 403
GDAX.BTC-USD 60 20210514 100000 49724.9800000 49770.8300000 48915.8600000 49105.8200000 457
GDAX.BTC-USD 60 20210514 110000 49105.8200000 50300.0000000 49087.4000000 50047.3900000 649
GDAX.BTC-USD 60 20210514 120000 50047.3800000 50482.4500000 49951.2800000 50441.3600000 562
GDAX.BTC-USD 60 20210514 130000 50439.3800000 50891.4300000 50231.4200000 50502.9300000 735
GDAX.BTC-USD 60 20210514 140000 50502.9300000 50844.0300000 50304.3000000 50803.7200000 571
GDAX.BTC-USD 60 20210514 150000 50803.7200000 51024.0100000 50577.5300000 50641.7600000 803
GDAX.BTC-USD 60 20210514 160000 50641.7600000 50724.1800000 50322.0500000 50408.2300000 795
GDAX.BTC-USD 60 20210514 170000 50408.2300000 51061.2000000 50120.0000000 51041.2300000 1252
GDAX.BTC-USD 60 20210514 180000 51041.2200000 51050.0000000 50570.0000000 50956.5400000 1251
GDAX.BTC-USD 60 20210514 190000 50956.5500000 51569.5600000 50954.7100000 51303.7500000 1566
GDAX.BTC-USD 60 20210514 200000 51303.7500000 51410.6000000 50766.7000000 50903.9800000 1278
GDAX.BTC-USD 60 20210514 210000 50891.0200000 51156.1400000 50626.2600000 50645.4600000 1251
GDAX.BTC-USD 60 20210514 220000 50645.4500000 50767.4600000 49843.7300000 50525.3500000 1425
GDAX.BTC-USD 60 20210514 230000 50525.3400000 50535.4000000 50150.0000000 50164.3800000 1048
GDAX.BTC-USD 60 20210515 000000 50165.1900000 50347.2200000 49115.0000000 49193.3000000 1457
GDAX.BTC-USD 60 20210515 010000 49184.5900000 49891.5600000 49064.6000000 49863.5000000 827
GDAX.BTC-USD 60 20210515 020000 49864.0400000 50194.0800000 49672.1300000 49965.8800000 874
GDAX.BTC-USD 60 20210515 030000 49965.8800000 50203.8200000 49787.5800000 49893.4800000 664
GDAX.BTC-USD 60 20210515 040000 49893.4800000 50328.2200000 49328.5800000 49495.5300000 1364
GDAX.BTC-USD 60 20210515 050000 49495.7700000 50730.5800000 49400.0000000 50678.1100000 1327
GDAX.BTC-USD 60 20210515 060000 50678.1100000 50693.2200000 50053.9800000 50126.0100000 574
GDAX.BTC-USD 60 20210515 070000 50126.0000000 50126.0000000 49616.5000000 49670.2500000 714
GDAX.BTC-USD 60 20210515 080000 49670.2500000 49903.2800000 49200.0000000 49368.9200000 571
GDAX.BTC-USD 60 20210515 090000 49368.5900000 49758.6000000 49155.4000000 49701.0700000 618
GDAX.BTC-USD 60 20210515 100000 49701.0600000 49701.0600000 48700.0800000 49011.8700000 601
GDAX.BTC-USD 60 20210515 110000 49010.4700000 49094.6600000 48450.0000000 48525.8200000 715
GDAX.BTC-USD 60 20210515 120000 48523.2900000 49068.3700000 48262.5600000 48859.5600000 764
