<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
GDAX.BTC-USD 60 20211127 230000 55021.8400000 55050.0000000 54887.4800000 54989.7900000 248
GDAX.BTC-USD 60 20211128 000000 54989.3900000 55100.0000000 54168.2600000 54298.5100000 490
GDAX.BTC-USD 60 20211128 010000 54295.0700000 54717.1800000 54041.2100000 54624.4200000 510
GDAX.BTC-USD 60 20211128 020000 54624.4200000 55000.0000000 54551.7900000 54882.5200000 269
GDAX.BTC-USD 60 20211128 030000 54886.8800000 54939.8400000 54400.0000000 54759.0500000 369
GDAX.BTC-USD 60 20211128 040000 54759.0400000 54857.8200000 54300.0000000 54712.6500000 395
GDAX.BTC-USD 60 20211128 050000 54711.0000000 54779.6900000 54153.1900000 54267.5800000 296
GDAX.BTC-USD 60 20211128 060000 54261.0400000 54421.7700000 53727.9100000 54404.0800000 645
GDAX.BTC-USD 60 20211128 070000 54403.8000000 54480.3800000 54068.7600000 54175.9800000 290
GDAX.BTC-USD 60 20211128 080000 54175.9800000 54250.0000000 53974.7200000 54095.1200000 253
GDAX.BTC-USD 60 20211128 090000 54095.1200000 54430.0000000 54020.8700000 54421.2900000 198
GDAX.BTC-USD 60 20211128 100000 54422.3900000 54629.1200000 54227.2000000 54542.3800000 188
GDAX.BTC-USD 60 20211128 110000 54525.0400000 54662.7500000 54435.7900000 54555.9000000 131
GDAX.BTC-USD 60 20211128 120000 54554.0700000 54715.3300000 54273.1300000 54438.5400000 117
GDAX.BTC-USD 60 20211128 130000 54436.2700000 54511.2300000 54175.1300000 54370.1900000 87
GDAX.BTC-USD 60 20211128 140000 54370.1800000 54964.7500000 54225.7300000 54758.7000000 163
GDAX.BTC-USD 60 20211128 150000 54752.1500000 54914.6700000 54477.2700000 54534.9000000 196
GDAX.BTC-USD 60 20211128 160000 54534.9000000 54663.3000000 54314.4200000 54402.5400000 109
GDAX.BTC-USD 60 20211128 170000 54402.5400000 54433.7800000 54246.9400000 54311.4400000 131
GDAX.BTC-USD 60 20211128 180000 54311.4400000 54584.4700000 54077.5800000 54401.3700000 193
GDAX.BTC-USD 60 20211128 190000 54400.0000000 54474.3800000 54218.0900000 54337.4000000 154
GDAX.BTC-USD 60 20211128 200000 54337.4100000 54405.0000000 53983.6100000 54221.1000000 351
GDAX.BTC-USD 60 20211128 210000 54221.1700000 54324.1300000 53830.0500000 53939.3600000 336
GDAX.BTC-USD 60 20211128 220000 53939.3600000 54201.1900000 53327.0000000 54149.3100000 687
GDAX.BTC-USD 60 20211128 230000 54149.3000000 54953.6800000 54082.0000000 54657.5200000 488
GDAX.BTC-USD 60 20211129 000000 54659.6600000 55199.4500000 54659.6600000 54963.5000000 377
GDAX.BTC-USD 60 20211129 010000 54962.5900000 56434.3400000 54916.4200000 56359.6800000 743
GDAX.BTC-USD 60 20211129 020000 56341.2500000 56765.7900000 56065.2300000 56075.3600000 690
GDAX.BTC-USD 60 20211129 030000 56075.5100000 57490.0000000 56075.5100000 57317.1700000 996
GDAX.BTC-USD 60 20211129 040000 57318.5100000 58003.8000000 57183.0600000 57809.4100000 1140
GDAX.BTC-USD 60 20211129 050000 57809.4000000 58280.3600000 57570.0200000 57690.5600000 911
GDAX.BTC-USD 60 20211129 060000 57690.5700000 57764.7600000 57338.0900000 57359.9200000 592
GDAX.BTC-USD 60 20211129 070000 57360.3200000 57472.3400000 57243.5300000 57408.8500000 413
GDAX.BTC-USD 60 20211129 080000 57408.8500000 57718.4100000 57303.5800000 57317.4800000 524
GDAX.BTC-USD 60 20211129 090000 57318.5000000 57455.9100000 57275.9700000 57400.0000000 369
GDAX.BTC-USD 60 20211129 100000 57400.0000000 57610.8300000 57400.0000000 57496.9600000 410
GDAX.BTC-USD 60 20211129 110000 57496.9600000 57739.5200000 57453.7000000 57577.9200000 251
GDAX.BTC-USD 60 20211129 120000 57572.6200000 57694.7200000 57263.8500000 57312.9800000 221
GDAX.BTC-USD 60 20211129 130000 57312.7800000 57462.6800000 56730.0000000 56938.3100000 410
GDAX.BTC-USD 60 20211129 140000 56938.3100000 57443.4200000 56860.6100000 57238.1900000 384
GDAX.BTC-USD 60 20211129 150000 57238.1800000 57349.9500000 56933.4900000 56944.7800000 241
GDAX.BTC-USD 60 20211129 160000 56940.9200000 57154.9900000 56896.1500000 56949.0300000 501
GDAX.BTC-USD 60 20211129 170000 56950.0100000 57578.2600000 56922.5400000 57342.0500000 552
GDAX.BTC-USD 60 20211129 180000 57341.6800000 57461.6100000 56986.0800000 57081.4300000 430
GDAX.BTC-USD 60 20211129 190000 57082.1500000 57177.5100000 56887.6300000 57177.5000000 526
GDAX.BTC-USD 60 20211129 200000 57176.2900000 57528.6300000 57062.9600000 57518.0200000 595
GDAX.BTC-USD 60 20211129 210000 57518.0200000 58831.9900000 57469.7300000 58681.5700000 1421
GDAX.BTC-USD 60 20211129 220000 58681.5000000 58908.2700000 58550.0000000 58710.0900000 644
GDAX.BTC-USD 60 20211129 230000 58710.0800000 58734.2200000 57843.2700000 57932.5800000 705
GDAX.BTC-USD 60 20211130 000000 57933.9100000 58312.8600000 57753.9700000 58096.9100000 849
GDAX.BTC-USD 60 20211130 010000 58098.6700000 58466.8700000 58066.8200000 58323.3100000 567
GDAX.BTC-USD 60 20211130 020000 58323.3100000 58429.7100000 58083.2900000 58112.3800000 356
GDAX.BTC-USD 60 20211130 030000 58112.3600000 58157.5800000 57730.9000000 57838.0600000 442
GDAX.BTC-USD 60 20211130 040000 57838.0600000 58022.6800000 57598.7800000 57771.8600000 474
GDAX.BTC-USD 60 20211130 050000 57771.8500000 57846.6200000 57120.5200000 57342.2300000 894
GDAX.BTC-USD 60 20211130 060000 57342.2300000 57594.4400000 57309.7500000 57425.2600000 437
GDAX.BTC-USD 60 20211130 070000 57422.9800000 57470.7400000 56835.1800000 57149.3200000 613
GDAX.BTC-USD 60 20211130 080000 57149.3300000 57337.8100000 57042.8400000 57260.3000000 497
GDAX.BTC-USD 60 20211130 090000 57258.6800000 57340.5600000 56300.0000000 56300.0000000 864
GDAX.BTC-USD 60 20211130 100000 56300.0000000 56627.9600000 55910.3300000 56597.3200000 888
GDAX.BTC-USD 60 20211130 110000 56597.3400000 56826.4600000 56267.4500000 56563.6900000 445
GDAX.BTC-USD 60 20211130 120000 56563.6500000 57421.0500000 56300.0000000 56818.2300000 586
GDAX.BTC-USD 60 20211130 130000 56820.5600000 56983.7500000 56364.4200000 56787.0600000 523
GDAX.BTC-USD 60 20211130 140000 56783.1300000 57284.7900000 56630.1200000 57191.2100000 415
GDAX.BTC-USD 60 20211130 150000 57190.6000000 57811.3800000 56973.0500000 57666.8900000 645
GDAX.BTC-USD 60 20211130 160000 57666.9000000 58340.0000000 57660.9500000 57872.1900000 688
GDAX.BTC-USD 60 20211130 170000 57873.5300000 58397.8700000 57686.5200000 58366.0600000 1206
GDAX.BTC-USD 60 20211130 180000 58366.0600000 58603.0000000 58106.3400000 58465.5600000 1197
GDAX.BTC-USD 60 20211130 190000 58465.5600000 59249.7700000 57264.7200000 57287.7300000 1880
GDAX.BTC-USD 60 20211130 200000 57292.0300000 57792.8900000 56546.3200000 56822.0900000 1639
GDAX.BTC-USD 60 20211130 210000 56820.6100000 57657.6000000 56535.0000000 57425.8700000 1135
GDAX.BTC-USD 60 20211130 220000 57428.6300000 58409.4800000 57247.3100000 58372.6400000 781
GDAX.BTC-USD 60 20211130 230000 58390.7800000 58397.1100000 57441.2500000 57688.7000000 593
GDAX.BTC-USD 60 20211201 000000 57688.8000000 57810.0000000 57253.8800000 57471.1300000 506
GDAX.BTC-USD 60 20211201 010000 57471.1300000 57818.0500000 56885.1900000 57133.0000000 411
GDAX.BTC-USD 60 20211201 020000 57133.7200000 57566.2300000 57044.2200000 57322.6500000 338
GDAX.BTC-USD 60 20211201 030000 57321.4100000 57451.0500000 56814.3400000 56987.9700000 390
GDAX.BTC-USD 60 20211201 040000 56998.3500000 57726.4500000 56705.0600000 57616.4100000 604
GDAX.BTC-USD 60 20211201 050000 57618.5500000 57620.0000000 56972.9700000 57030.8300000 594
GDAX.BTC-USD 60 20211201 060000 57029.7900000 57396.8700000 56841.0100000 57307.5900000 702
GDAX.BTC-USD 60 20211201 070000 57306.5500000 57456.8200000 57026.1100000 57404.0100000 858
GDAX.BTC-USD 60 20211201 080000 57404.0100000 57460.4200000 57016.0000000 57084.3600000 565
GDAX.BTC-USD 60 20211201 090000 57085.7500000 57168.0200000 56773.6600000 56819.5600000 614
GDAX.BTC-USD 60 20211201 100000 56820.5500000 57134.6800000 56700.0000000 56965.4100000 583
GDAX.BTC-USD 60 20211201 110000 56965.4100000 57337.0000000 56853.5300000 57195.5000000 618
GDAX.BTC-USD 60 20211201 120000 57205.5800000 57856.1700000 56838.3500000 56945.9400000 807
GDAX.BTC-USD 60 20211201 130000 56945.9400000 57220.3900000 56756.4800000 57131.1600000 585
GDAX.BTC-USD 60 20211201 140000 57131.1700000 57217.1100000 56879.0500000 57005.2000000 546
GDAX.BTC-USD 60 20211201 150000 57008.5600000 57288.2500000 56822.6500000 57194.4100000 392
GDAX.BTC-USD 60 20211201 160000 57212.6000000 57436.7300000 57071.3300000 57152.2700000 300
GDAX.BTC-USD 60 20211201 170000 57156.1800000 57987.6700000 57106.7700000 57709.9400000 510
GDAX.BTC-USD 60 20211201 180000 57706.5700000 58783.1600000 57704.9800000 58610.1900000 906
GDAX.BTC-USD 60 20211201 190000 58610.1900000 58900.0000000 58349.1900000 58664.4000000 686
GDAX.BTC-USD 60 20211201 200000 58664.4000000 59118.8400000 58445.5300000 58485.8800000 730
GDAX.BTC-USD 60 20211201 210000 58485.8800000 58631.4000000 58007.2400000 58037.5100000 637
GDAX.BTC-USD 60 20211201 220000 58037.5200000 58148.1500000 57423.5900000 57498.2600000 849
GDAX.BTC-USD 60 20211201 230000 57503.8900000 57740.5200000 57016.2600000 57467.0700000 1205
GDAX.BTC-USD 60 20211202 000000 57467.0800000 57494.4400000 56640.0000000 56801.3100000 1074
GDAX.BTC-USD 60 20211202 010000 56793.3300000 57059.7600000 56465.7500000 57026.2400000 957
GDAX.BTC-USD 60 20211202 020000 57026.2500000 57201.4800000 56656.7400000 57107.9300000 825
GDAX.BTC-USD 60 20211202 030000 57107.9300000 57286.3800000 57008.6300000 57226.5000000 468
GDAX.BTC-USD 60 20211202 040000 57226.5100000 57239.8900000 56730.0000000 57064.0400000 386
GDAX.BTC-USD 60 20211202 050000 57061.9300000 57423.6900000 56828.4600000 57263.6300000 361
GDAX.BTC-USD 60 20211202 060000 57262.9800000 57278.0300000 56888.0000000 56992.8000000 319
GDAX.BTC-USD 60 20211202 070000 56992.8000000 56992.8000000 55845.0000000 56350.9900000 1069
GDAX.BTC-USD 60 20211202 080000 56351.2200000 56743.8900000 56270.2500000 56535.0000000 642
GDAX.BTC-USD 60 20211202 090000 56535.0100000 57023.5900000 56522.5200000 56963.0800000 715
GDAX.BTC-USD 60 20211202 100000 56960.2900000 56961.2200000 56418.6900000 56705.6000000 203
GDAX.BTC-USD 60 20211202 110000 56705.6000000 57008.5200000 56613.8100000 56863.5100000 609
GDAX.BTC-USD 60 20211202 120000 56861.4000000 57228.2800000 56786.5400000 57010.9300000 622
GDAX.BTC-USD 60 20211202 130000 57013.1300000 57147.9400000 56624.1700000 56739.4200000 200
GDAX.BTC-USD 60 20211202 140000 56739.4900000 56847.8600000 56435.9000000 56582.7200000 416
GDAX.BTC-USD 60 20211202 150000 56585.3200000 56651.1000000 56129.7700000 56351.0400000 455
GDAX.BTC-USD 60 20211202 160000 56354.7500000 56644.8900000 56070.0000000 56577.5900000 423
GDAX.BTC-USD 60 20211202 170000 56577.5900000 56674.2800000 56119.1400000 56497.9200000 482
GDAX.BTC-USD 60 20211202 180000 56497.9200000 57228.0300000 56360.7200000 57142.6100000 694
GDAX.BTC-USD 60 20211202 190000 57149.9200000 57414.9300000 56160.0000000 56559.4900000 684
GDAX.BTC-USD 60 20211202 200000 56559.4900000 56776.9000000 56055.1900000 56362.8200000 851
GDAX.BTC-USD 60 20211202 210000 56365.2100000 56712.9600000 56300.0000000 56610.7400000 800
GDAX.BTC-USD 60 20211202 220000 56613.7500000 56787.7300000 56158.8200000 56755.0000000 623
GDAX.BTC-USD 60 20211202 230000 56755.0000000 56980.0000000 56530.9600000 56637.8700000 571
GDAX.BTC-USD 60 20211203 000000 56637.8700000 57289.0000000 56569.0300000 57075.1000000 755
GDAX.BTC-USD 60 20211203 010000 57075.1000000 57084.1000000 56829.7800000 56905.8100000 311
GDAX.BTC-USD 60 20211203 020000 56904.6500000 56952.8100000 56639.4900000 56888.8300000 382
GDAX.BTC-USD 60 20211203 030000 56888.8300000 56952.4200000 56395.0800000 56521.4600000 411
GDAX.BTC-USD 60 20211203 040000 56521.4500000 56812.9500000 56459.8700000 56569.2900000 358
GDAX.BTC-USD 60 20211203 050000 56569.3000000 56762.8200000 56425.9900000 56545.9800000 242
GDAX.BTC-USD 60 20211203 060000 56544.2800000 56624.0000000 56111.0000000 56301.4400000 440
GDAX.BTC-USD 60 20211203 070000 56305.0300000 56587.3000000 56136.1500000 56368.1500000 307
GDAX.BTC-USD 60 20211203 080000 56368.1600000 56737.5500000 56300.1100000 56625.5400000 279
GDAX.BTC-USD 60 20211203 090000 56625.0800000 57073.9000000 56454.3000000 56780.4200000 365
GDAX.BTC-USD 60 20211203 100000 56780.4100000 57017.6500000 56733.0700000 56900.0000000 265
GDAX.BTC-USD 60 20211203 110000 56900.0000000 56998.5600000 56687.5900000 56789.0000000 187
GDAX.BTC-USD 60 20211203 120000 56790.5900000 56866.2700000 56454.2700000 56629.9000000 159
GDAX.BTC-USD 60 20211203 130000 56626.1200000 56897.0000000 56476.1600000 56871.6900000 173
GDAX.BTC-USD 60 20211203 140000 56870.2700000 57373.1100000 56740.3300000 56891.6900000 287
GDAX.BTC-USD 60 20211203 150000 56891.7000000 57209.7000000 56858.0200000 57033.7400000 192
GDAX.BTC-USD 60 20211203 160000 57033.8500000 57249.8000000 56794.0200000 56840.6900000 322
GDAX.BTC-USD 60 20211203 170000 56845.3800000 57670.6800000 56783.0300000 56917.9700000 635
GDAX.BTC-USD 60 20211203 180000 56918.1200000 56976.6700000 56200.0100000 56259.0200000 952
GDAX.BTC-USD 60 20211203 190000 56259.0400000 56375.9500000 55730.9300000 56005.1300000 1393
GDAX.BTC-USD 60 20211203 200000 56002.3200000 56002.3200000 54885.2600000 55000.0000000 1929
GDAX.BTC-USD 60 20211203 210000 55010.3900000 55108.0100000 54615.0000000 55004.3500000 1496
GDAX.BTC-USD 60 20211203 220000 55004.3400000 55178.1900000 54429.8100000 54888.0400000 1120
GDAX.BTC-USD 60 20211203 230000 54888.0400000 54909.4000000 53751.2500000 53838.7000000 1729
GDAX.BTC-USD 60 20211204 000000 53842.3500000 54060.0000000 51640.0000000 53494.9900000 3585
GDAX.BTC-USD 60 20211204 010000 53494.3300000 54114.5100000 53371.2100000 53638.7200000 1515
GDAX.BTC-USD 60 20211204 020000 53638.7200000 53781.2100000 53102.3300000 53431.0600000 805
GDAX.BTC-USD 60 20211204 030000 53431.0600000 53863.0300000 53380.0000000 53638.0400000 827
GDAX.BTC-USD 60 20211204 040000 53633.0200000 53876.0900000 53027.0100000 53064.6500000 843
GDAX.BTC-USD 60 20211204 050000 53071.2300000 53227.1500000 52621.6100000 53010.3700000 1056
GDAX.BTC-USD 60 20211204 060000 53014.1600000 53139.9100000 52746.3500000 53136.3600000 697
GDAX.BTC-USD 60 20211204 070000 53136.3600000 53141.9900000 52022.5300000 52038.1400000 965
GDAX.BTC-USD 60 20211204 080000 52037.2900000 52645.7700000 49300.0000000 50357.0700000 2271
GDAX.BTC-USD 60 20211204 090000 50357.0600000 50608.8600000 45111.0000000 47846.6200000 3988
GDAX.BTC-USD 60 20211204 100000 47844.6800000 48500.0000000 47223.4700000 47905.0400000 1070
GDAX.BTC-USD 60 20211204 110000 47385.6600000 47758.7200000 46961.1000000 47347.8200000 212
GDAX.BTC-USD 60 20211204 120000 47347.8100000 48000.0000000 47071.5000000 47597.0100000 1145
GDAX.BTC-USD 60 20211204 130000 47599.8400000 47806.2600000 47000.0000000 47574.5000000 1054
GDAX.BTC-USD 60 20211204 140000 47574.7700000 47832.6900000 46877.1500000 47481.4700000 885
GDAX.BTC-USD 60 20211204 150000 47481.4700000 47500.0000000 46200.0000000 46588.6600000 1103
GDAX.BTC-USD 60 20211204 160000 46588.6600000 47708.7500000 46573.7700000 47172.7800000 1595
GDAX.BTC-USD 60 20211204 170000 47172.7700000 47574.6500000 46840.5000000 47476.7000000 1699
GDAX.BTC-USD 60 20211204 180000 47475.0400000 48066.1400000 47350.0000000 48014.5500000 1969
GDAX.BTC-USD 60 20211204 190000 48014.5500000 49200.0000000 47930.0000000 48279.8700000 2185
GDAX.BTC-USD 60 20211204 200000 48291.0000000 48555.0000000 47849.9500000 47910.9300000 1626
GDAX.BTC-USD 60 20211204 210000 47936.2000000 48466.8900000 47859.7900000 48321.6200000 1100
GDAX.BTC-USD 60 20211204 220000 48321.6200000 48994.0000000 48238.6600000 48991.8300000 1296
GDAX.BTC-USD 60 20211204 230000 48991.8300000 49500.4700000 48742.5600000 49371.7300000 1526
GDAX.BTC-USD 60 20211205 000000 49371.7400000 49594.0100000 49028.5400000 49342.5600000 942
GDAX.BTC-USD 60 20211205 010000 49353.4400000 49462.4700000 48557.0000000 48817.0800000 710
GDAX.BTC-USD 60 20211205 020000 48817.0800000 49595.0000000 48705.6700000 49308.1600000 725
GDAX.BTC-USD 60 20211205 030000 49308.1600000 49572.7300000 48902.8700000 49241.1200000 636
GDAX.BTC-USD 60 20211205 040000 49235.2600000 49782.4400000 48385.0100000 49045.4900000 1051
GDAX.BTC-USD 60 20211205 050000 49038.7700000 49317.5700000 48740.2300000 49115.3700000 582
GDAX.BTC-USD 60 20211205 060000 49115.3700000 49200.0000000 48888.0000000 49162.0600000 447
GDAX.BTC-USD 60 20211205 070000 49162.7500000 49477.1900000 48957.1000000 49259.3900000 502
GDAX.BTC-USD 60 20211205 080000 49259.3800000 49333.5600000 48925.0000000 49037.7800000 424
GDAX.BTC-USD 60 20211205 090000 49034.2700000 49534.4000000 48958.1300000 49519.7300000 528
GDAX.BTC-USD 60 20211205 100000 49519.7200000 49704.8200000 49335.6800000 49587.2500000 763
GDAX.BTC-USD 60 20211205 110000 49587.2400000 49782.0000000 49338.7600000 49396.3300000 601
GDAX.BTC-USD 60 20211205 120000 49396.3200000 49679.4500000 49263.8400000 49576.6200000 662
GDAX.BTC-USD 60 20211205 130000 49576.6200000 49584.5100000 48817.1500000 49112.9300000 898
GDAX.BTC-USD 60 20211205 140000 49113.5500000 49529.4700000 48959.2000000 49367.9500000 619
GDAX.BTC-USD 60 20211205 150000 49368.0500000 49508.7400000 49108.6900000 49370.9400000 630
GDAX.BTC-USD 60 20211205 160000 49372.1600000 49783.0000000 49154.4700000 49479.2200000 990
GDAX.BTC-USD 60 20211205 170000 49486.7300000 49557.2000000 49244.4600000 49408.1800000 805
GDAX.BTC-USD 60 20211205 180000 49408.6600000 49455.2800000 48890.7900000 49011.4600000 1145
GDAX.BTC-USD 60 20211205 190000 49011.4600000 49196.0400000 47827.0000000 48005.0200000 1918
GDAX.BTC-USD 60 20211205 200000 48020.8900000 48917.0900000 47977.1800000 48563.3300000 1265
GDAX.BTC-USD 60 20211205 210000 48563.4800000 49388.6700000 48451.0600000 49351.6100000 1311
GDAX.BTC-USD 60 20211205 220000 49351.6100000 49425.6900000 49156.3400000 49190.9300000 1124
GDAX.BTC-USD 60 20211205 230000 49190.9300000 49243.3900000 48374.2400000 48988.7300000 1147
GDAX.BTC-USD 60 20211206 000000 48990.6600000 49114.2300000 48617.3500000 48918.7100000 916
GDAX.BTC-USD 60 20211206 010000 48918.0200000 49300.0000000 48595.6200000 49237.5900000 1011
GDAX.BTC-USD 60 20211206 020000 49237.6000000 49349.5700000 48884.7700000 49337.7600000 889
GDAX.BTC-USD 60 20211206 030000 49337.7600000 49597.0000000 49097.9200000 49484.2200000 1514
GDAX.BTC-USD 60 20211206 040000 49484.2100000 49519.3300000 48500.0000000 48822.1900000 982
GDAX.BTC-USD 60 20211206 050000 48825.3000000 49076.7900000 48351.5600000 48889.9900000 1080
GDAX.BTC-USD 60 20211206 060000 48890.0000000 49230.0000000 48829.6200000 48950.4900000 824
GDAX.BTC-USD 60 20211206 070000 48950.4800000 49300.0000000 48893.9400000 49118.3200000 715
GDAX.BTC-USD 60 20211206 080000 49115.0000000 49368.4500000 49044.1700000 49062.4100000 819
GDAX.BTC-USD 60 20211206 090000 49057.3200000 49176.9900000 48750.0000000 48750.0000000 842
GDAX.BTC-USD 60 20211206 100000 48758.4000000 48829.9900000 48124.9900000 48229.7700000 482
GDAX.BTC-USD 60 20211206 110000 48234.0000000 48514.7300000 47800.0000000 48496.2900000 696
GDAX.BTC-USD 60 20211206 120000 48494.7100000 49488.8800000 47882.9100000 48219.2100000 1083
GDAX.BTC-USD 60 20211206 130000 48218.5100000 48390.3100000 47200.0000000 47485.1100000 984
GDAX.BTC-USD 60 20211206 140000 47488.4000000 47866.4400000 47354.8100000 47536.1700000 860
GDAX.BTC-USD 60 20211206 150000 47536.1600000 48788.1800000 47255.5800000 48641.7300000 1174
GDAX.BTC-USD 60 20211206 160000 48627.5600000 48871.9000000 48361.7100000 48531.9600000 656
GDAX.BTC-USD 60 20211206 170000 48530.8100000 48746.7200000 48055.2300000 48357.6300000 870
GDAX.BTC-USD 60 20211206 180000 48356.0300000 48610.4800000 47846.0100000 48236.8500000 1213
GDAX.BTC-USD 60 20211206 190000 48240.3600000 49000.0000000 48060.8400000 48982.4300000 1228
GDAX.BTC-USD 60 20211206 200000 48991.1100000 49259.4600000 48711.1100000 49186.6000000 1555
GDAX.BTC-USD 60 20211206 210000 49184.5100000 49329.0000000 48949.0000000 49010.9300000 925
GDAX.BTC-USD 60 20211206 220000 49010.9300000 49282.0800000 48835.2600000 49228.3400000 921
GDAX.BTC-USD 60 20211206 230000 49228.3500000 49416.5500000 49117.9300000 49155.1700000 869
GDAX.BTC-USD 60 20211207 000000 49160.0700000 49293.6000000 48823.6300000 48889.6800000 645
GDAX.BTC-USD 60 20211207 010000 48889.6800000 50618.2500000 48835.4200000 50116.6800000 1156
GDAX.BTC-USD 60 20211207 020000 50117.1900000 51062.0300000 50116.6900000 50874.9900000 1470
GDAX.BTC-USD 60 20211207 030000 50875.0000000 51105.0000000 50356.4800000 50529.5600000 1016
GDAX.BTC-USD 60 20211207 040000 50529.5600000 50849.3600000 50426.3300000 50713.7800000 522
GDAX.BTC-USD 60 20211207 050000 50713.7800000 51500.0000000 50431.0000000 50690.2100000 919
GDAX.BTC-USD 60 20211207 060000 50690.2200000 50947.8800000 50619.2200000 50706.1800000 512
GDAX.BTC-USD 60 20211207 070000 50713.6600000 51070.0000000 50669.0000000 51014.1300000 503
GDAX.BTC-USD 60 20211207 080000 51014.1400000 51285.9200000 50883.7900000 50995.4100000 497
GDAX.BTC-USD 60 20211207 090000 50991.9800000 51287.0800000 50900.0200000 50943.6300000 392
GDAX.BTC-USD 60 20211207 100000 50941.5000000 51272.8300000 50936.0500000 51225.0000000 308
GDAX.BTC-USD 60 20211207 110000 51224.9900000 51398.2600000 50883.3400000 50973.3800000 439
GDAX.BTC-USD 60 20211207 120000 50965.0200000 51322.0100000 50886.5000000 51275.4600000 381
GDAX.BTC-USD 60 20211207 130000 51271.5100000 51591.7600000 51114.2200000 51326.1800000 647
GDAX.BTC-USD 60 20211207 140000 51326.1900000 51449.8500000 51180.7400000 51377.2600000 290
GDAX.BTC-USD 60 20211207 150000 51377.5600000 51568.0700000 51323.7700000 51525.6000000 417
GDAX.BTC-USD 60 20211207 160000 51525.5900000 51610.4000000 50615.6900000 50967.1300000 729
GDAX.BTC-USD 60 20211207 170000 50973.1700000 51145.7600000 50873.2400000 50974.9700000 490
GDAX.BTC-USD 60 20211207 180000 50974.9700000 51653.5200000 50898.5700000 51536.0200000 857
GDAX.BTC-USD 60 20211207 190000 51536.0100000 51995.0000000 51437.3700000 51800.4100000 1069
GDAX.BTC-USD 60 20211207 200000 51801.2100000 51929.9400000 51150.0000000 51400.0000000 803
GDAX.BTC-USD 60 20211207 210000 51400.0000000 51419.1400000 50900.8500000 51055.3200000 642
GDAX.BTC-USD 60 20211207 220000 51057.3900000 51227.6000000 50961.9900000 50976.2100000 496
GDAX.BTC-USD 60 20211207 230000 50976.2100000 51237.8900000 50722.5700000 50925.3000000 586
GDAX.BTC-USD 60 20211208 000000 50928.5500000 51041.7100000 50189.0000000 50472.6600000 973
GDAX.BTC-USD 60 20211208 010000 50473.8700000 50877.9100000 50400.0100000 50529.2100000 632
GDAX.BTC-USD 60 20211208 020000 50529.2200000 50650.7800000 50067.1000000 50285.8700000 525
GDAX.BTC-USD 60 20211208 030000 50278.4000000 50760.6000000 50185.1100000 50625.4800000 466
GDAX.BTC-USD 60 20211208 040000 50625.2400000 50787.6900000 50369.1900000 50772.7600000 411
GDAX.BTC-USD 60 20211208 050000 50772.7600000 50850.8000000 50396.5600000 50470.7300000 369
GDAX.BTC-USD 60 20211208 060000 50474.9300000 50747.7800000 50357.5200000 50379.9900000 309
GDAX.BTC-USD 60 20211208 070000 50380.0000000 50516.0700000 50142.9300000 50149.1900000 353
GDAX.BTC-USD 60 20211208 080000 50149.1800000 50451.5900000 50109.3800000 50269.3000000 310
GDAX.BTC-USD 60 20211208 090000 50282.3000000 50589.6800000 50178.4400000 50459.6400000 323
GDAX.BTC-USD 60 20211208 100000 50453.0400000 50748.1500000 50441.8100000 50663.9700000 276
GDAX.BTC-USD 60 20211208 110000 50664.8300000 50703.1400000 50440.9600000 50529.5600000 203
GDAX.BTC-USD 60 20211208 120000 50528.3400000 50669.0600000 50333.3300000 50463.6100000 210
GDAX.BTC-USD 60 20211208 130000 50463.6100000 50579.1300000 50175.9600000 50176.2500000 239
GDAX.BTC-USD 60 20211208 140000 50176.2600000 50369.8200000 49244.8100000 49289.3100000 703
GDAX.BTC-USD 60 20211208 150000 49284.5800000 49465.8700000 48888.8800000 49229.5500000 982
GDAX.BTC-USD 60 20211208 160000 49236.0000000 49353.9000000 48650.0200000 49284.9100000 853
GDAX.BTC-USD 60 20211208 170000 49287.0300000 49405.6300000 49022.0100000 49084.2300000 660
GDAX.BTC-USD 60 20211208 180000 49084.2400000 51117.7600000 48980.9300000 50781.0500000 1262
GDAX.BTC-USD 60 20211208 190000 50781.0500000 51250.0000000 50522.9500000 50692.8100000 747
GDAX.BTC-USD 60 20211208 200000 50690.8200000 50818.4600000 50216.8500000 50485.0100000 767
GDAX.BTC-USD 60 20211208 210000 50492.1500000 50537.6700000 50225.0000000 50320.2500000 585
GDAX.BTC-USD 60 20211208 220000 50317.2500000 50730.0300000 50098.1400000 50611.3600000 770
GDAX.BTC-USD 60 20211208 230000 50609.3900000 50915.0000000 50359.3700000 50473.2300000 769
GDAX.BTC-USD 60 20211209 000000 50473.6600000 50915.0000000 50369.0800000 50748.8900000 552
GDAX.BTC-USD 60 20211209 010000 50748.9000000 50860.6700000 50518.4400000 50637.3800000 512
GDAX.BTC-USD 60 20211209 020000 50637.2600000 50861.6500000 50100.0000000 50254.4300000 473
GDAX.BTC-USD 60 20211209 030000 50256.0900000 50621.0300000 50218.8800000 50519.6800000 486
GDAX.BTC-USD 60 20211209 040000 50520.9400000 50844.8600000 50375.5200000 50454.5500000 502
GDAX.BTC-USD 60 20211209 050000 50458.3900000 50539.5200000 50200.0000000 50238.1700000 445
GDAX.BTC-USD 60 20211209 060000 50238.1700000 50336.1900000 49653.2600000 49935.3900000 592
